4.540000000000000000e+02,1.835000000000000000e+03,3.591000000000000000e+03
4.520000000000000000e+02,1.824000000000000000e+03,3.568000000000000000e+03
4.770000000000000000e+02,1.816000000000000000e+03,3.569000000000000000e+03
4.480000000000000000e+02,1.810000000000000000e+03,3.574000000000000000e+03
4.480000000000000000e+02,1.828000000000000000e+03,3.578000000000000000e+03
4.440000000000000000e+02,1.825000000000000000e+03,3.576000000000000000e+03
4.460000000000000000e+02,1.837000000000000000e+03,3.565000000000000000e+03
4.490000000000000000e+02,1.830000000000000000e+03,3.589000000000000000e+03
4.470000000000000000e+02,1.825000000000000000e+03,3.578000000000000000e+03
4.530000000000000000e+02,1.854000000000000000e+03,3.567000000000000000e+03
4.390000000000000000e+02,1.850000000000000000e+03,3.549000000000000000e+03
-2.710000000000000000e+02,2.857000000000000000e+03,2.862000000000000000e+03
-2.620000000000000000e+02,2.827000000000000000e+03,2.868000000000000000e+03
-2.470000000000000000e+02,2.834000000000000000e+03,2.864000000000000000e+03
-2.420000000000000000e+02,2.838000000000000000e+03,2.869000000000000000e+03
-2.230000000000000000e+02,2.837000000000000000e+03,2.898000000000000000e+03
-2.320000000000000000e+02,2.839000000000000000e+03,2.881000000000000000e+03
-2.380000000000000000e+02,2.823000000000000000e+03,2.846000000000000000e+03
-2.580000000000000000e+02,2.837000000000000000e+03,2.872000000000000000e+03
-2.210000000000000000e+02,2.848000000000000000e+03,2.866000000000000000e+03
-2.290000000000000000e+02,2.843000000000000000e+03,2.879000000000000000e+03
-2.290000000000000000e+02,2.854000000000000000e+03,2.854000000000000000e+03
-3.183000000000000000e+03,4.310000000000000000e+02,2.502000000000000000e+03
-3.231000000000000000e+03,4.410000000000000000e+02,2.509000000000000000e+03
-3.189000000000000000e+03,4.430000000000000000e+02,2.491000000000000000e+03
-3.202000000000000000e+03,4.190000000000000000e+02,2.506000000000000000e+03
-3.180000000000000000e+03,4.300000000000000000e+02,2.490000000000000000e+03
-3.206000000000000000e+03,4.290000000000000000e+02,2.516000000000000000e+03
-3.200000000000000000e+03,4.280000000000000000e+02,2.495000000000000000e+03
